"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","109","Can start reserving a room","","Fri Feb 20 12:50:34 UTC 2026","passed","Fri Feb 20 12:50:34 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","reserveARoomOpens"
"","110","Pay online is loading","","Fri Feb 20 12:50:34 UTC 2026","passed","Fri Feb 20 12:50:34 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","payOnlineFormLoads"
"","110","Pay online is working","","Fri Feb 20 12:50:34 UTC 2026","passed","Fri Feb 20 12:50:34 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","payOnlineFormWorks"
"","111","Main page can be opened and loaded","","Fri Feb 20 12:50:34 UTC 2026","passed","Fri Feb 20 12:50:34 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","openMainPage"
"","109","Reservation is working","","Fri Feb 20 12:50:34 UTC 2026","passed","Fri Feb 20 12:50:34 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","reserveARoomComplete"
"","109","Search results can be opened and displayed","","Fri Feb 20 12:50:34 UTC 2026","passed","Fri Feb 20 12:50:34 UTC 2026","","smokeTests.PositiveTests","smokeTests.PositiveTests","searchResultsCanBeLoaded"
